"","db","query","superkingdom"
"546","ncbi","Nannizzia nana","Eukaryota"
"547","ncbi","Nannochloropsis granulata","Eukaryota"
"548","ncbi","Nannochloropsis limnetica","Eukaryota"
"549","ncbi","Nannochloropsis oceanica","Eukaryota"
"550","ncbi","Nannochloropsis oculata","Eukaryota"
"551","ncbi","Nanohaloarchaea archaeon",NA
"552","ncbi","Neckera menziesii","Eukaryota"
"553","ncbi","Nelumbo nucifera","Eukaryota"
"554","ncbi","Neolamarckia cadamba","Eukaryota"
"555","ncbi","Nephroselmis olivacea","Eukaryota"
"556","ncbi","Nicotiana attenuata","Eukaryota"
"557","ncbi","Nicotiana benthamiana","Eukaryota"
"558","ncbi","Nicotiana otophora","Eukaryota"
"559","ncbi","Nicotiana sylvestris","Eukaryota"
"560","ncbi","Nicotiana tabacum","Eukaryota"
"561","ncbi","Nicotiana tabacum/Hyoscyamus","Eukaryota"
"562","ncbi","Nicotiana tomentosiformis","Eukaryota"
"563","ncbi","Nitella hyalina","Eukaryota"
"564","ncbi","Noccaea caerulescens","Eukaryota"
"565","ncbi","Nothoceros aenigmaticus","Eukaryota"
"566","ncbi","Nothofagus nervosa","Eukaryota"
"567","ncbi","Notothylas orbicularis","Eukaryota"
"568","ncbi","NS10 marine",NA
"569","ncbi","NS2b marine",NA
"570","ncbi","NS3a marine",NA
"571","ncbi","NS4 marine",NA
"572","ncbi","NS5 marine",NA
"573","ncbi","Nyholmiella gymnostoma","Eukaryota"
"574","ncbi","Nyholmiella obtusifolia","Eukaryota"
"575","ncbi","Ocimum tenuiflorum","Eukaryota"
"576","ncbi","Oenothera berteroana","Eukaryota"
"577","ncbi","Oikopleura dioica","Eukaryota"
"578","ncbi","Olavius ilvae","Eukaryota"
"579","ncbi","Olea europaea","Eukaryota"
"580","ncbi","OM27 clade","Bacteria"
"581","ncbi","OM43 clade","Bacteria"
"582","ncbi","OM60(NOR5) clade",NA
"583","ncbi","OM75 clade","Bacteria"
"584","ncbi","Oncidium hybrid",NA
"585","ncbi","Ophioglossum californicum","Eukaryota"
"586","ncbi","Ophioglossum vulgatum","Eukaryota"
"587","ncbi","Ophiostoma carpenteri","Eukaryota"
"588","ncbi","Ophiostoma minus","Eukaryota"
"589","ncbi","Ophiostoma novo-ulmi","Eukaryota"
"590","ncbi","Ophiostoma ulmi","Eukaryota"
"591","ncbi","Orobanche austrohispanica","Eukaryota"
"592","ncbi","Orobanche coerulescens","Eukaryota"
"593","ncbi","Orontium aquaticum","Eukaryota"
"594","ncbi","Oropetium thomaeum","Eukaryota"
"595","ncbi","Orthotrichum bicolor","Eukaryota"
"596","ncbi","Orthotrichum callistomum","Eukaryota"
"597","ncbi","Orthotrichum diaphanum","Eukaryota"
"598","ncbi","Orthotrichum lyellii","Eukaryota"
"599","ncbi","Orthotrichum macrocephalum","Eukaryota"
"600","ncbi","Orthotrichum pulchellum","Eukaryota"
"601","ncbi","Orthotrichum rogeri","Eukaryota"
"602","ncbi","Orthotrichum speciosum","Eukaryota"
"603","ncbi","Orthotrichum stellatum","Eukaryota"
"604","ncbi","Oryza barthii","Eukaryota"
"605","ncbi","Oryza glaberrima","Eukaryota"
"606","ncbi","Oryza glumipatula","Eukaryota"
"607","ncbi","Oryza longistaminata","Eukaryota"
"608","ncbi","Oryza meridionalis","Eukaryota"
"609","ncbi","Oryza meyeriana","Eukaryota"
"610","ncbi","Oryza minuta","Eukaryota"
"611","ncbi","Oryza nivara","Eukaryota"
"612","ncbi","Oryza officinalis","Eukaryota"
"613","ncbi","Oryza punctata","Eukaryota"
"614","ncbi","Oryza rufipogon","Eukaryota"
"615","ncbi","Oryza sativa","Eukaryota"
"616","ncbi","p-1088-a5 gut",NA
"617","ncbi","Pachycladon cheesemanii","Eukaryota"
"618","ncbi","Pachycladon fastigiatum","Eukaryota"
"619","ncbi","Pachysandra procumbens","Eukaryota"
"620","ncbi","Paecilomyces hepiali","Eukaryota"
"621","ncbi","Paeonia lactiflora","Eukaryota"
"622","ncbi","Paeonia suffruticosa","Eukaryota"
"623","ncbi","Palmaria palmata","Eukaryota"
"624","ncbi","Palpitomonas bilix","Eukaryota"
"625","ncbi","Panax ginseng","Eukaryota"
"626","ncbi","Pandanus boninensis","Eukaryota"
"627","ncbi","Panicum hallii","Eukaryota"
"628","ncbi","Paracoccidioides brasiliensis","Eukaryota"
"629","ncbi","Parengyodontium album","Eukaryota"
"630","ncbi","Parinari campestris","Eukaryota"
"631","ncbi","Peltigera dolichorrhiza","Eukaryota"
"632","ncbi","Peltigera malacea","Eukaryota"
"633","ncbi","Peltigera membranacea","Eukaryota"
"634","ncbi","Penicilliopsis zonata","Eukaryota"
"635","ncbi","Penicillium brasilianum","Eukaryota"
"636","ncbi","Penicillium capsulatum","Eukaryota"
"637","ncbi","Penicillium chrysogenum","Eukaryota"
"638","ncbi","Penicillium coprophilum","Eukaryota"
"639","ncbi","Penicillium digitatum","Eukaryota"
"640","ncbi","Penicillium expansum","Eukaryota"
"641","ncbi","Penicillium glabrum","Eukaryota"
"642","ncbi","Penicillium griseofulvum","Eukaryota"
"643","ncbi","Penicillium janthinellum","Eukaryota"
"644","ncbi","Penicillium nordicum","Eukaryota"
"645","ncbi","Penicillium punicae","Eukaryota"
"646","ncbi","Penicillium roqueforti","Eukaryota"
"647","ncbi","Penicillium rubens","Eukaryota"
"648","ncbi","Penicillium rubrisclerotium","Eukaryota"
"649","ncbi","Penicillium solitum","Eukaryota"
"650","ncbi","Penicillium tardum","Eukaryota"
"651","ncbi","Penicillium thomii","Eukaryota"
"652","ncbi","Penstemon centranthifolius","Eukaryota"
"653","ncbi","Penstemon grinnellii","Eukaryota"
"654","ncbi","Peperomia fosterii","Eukaryota"
"655","ncbi","Peperomia obtusifolia","Eukaryota"
"656","ncbi","Periglandula ipomoeae","Eukaryota"
"657","ncbi","Persicaria minor","Eukaryota"
"658","ncbi","Persoonia katerae","Eukaryota"
"659","ncbi","Petrophile canescens","Eukaryota"
"660","ncbi","Petunia axillaris","Eukaryota"
"661","ncbi","Petunia exserta","Eukaryota"
"662","ncbi","Petunia integrifolia","Eukaryota"
"663","ncbi","Peumus boldus","Eukaryota"
"664","ncbi","Phaeoceros laevis","Eukaryota"
"665","ncbi","Phalaenopsis aphrodite","Eukaryota"
"666","ncbi","Phalaenopsis equestris","Eukaryota"
"667","ncbi","Phaseolus acutifolius","Eukaryota"
"668","ncbi","Phaseolus vulgaris","Eukaryota"
"669","ncbi","Phegopteris hexagonoptera","Eukaryota"
"670","ncbi","Phlegmariurus squarrosus","Eukaryota"
"671","ncbi","Phlox drummondii","Eukaryota"
"672","ncbi","Phoenix dactylifera","Eukaryota"
"673","ncbi","Phyllocladus trichomanoides","Eukaryota"
"674","ncbi","Phyllostachys praecox","Eukaryota"
"675","ncbi","Physcomitrella patens","Eukaryota"
"676","ncbi","Phytophthora agathidicida","Eukaryota"
"677","ncbi","Phytophthora andina","Eukaryota"
"678","ncbi","Phytophthora cinnamomi","Eukaryota"
"679","ncbi","Phytophthora infestans","Eukaryota"
"680","ncbi","Phytophthora lateralis","Eukaryota"
"681","ncbi","Phytophthora mirabilis","Eukaryota"
"682","ncbi","Phytophthora multivora","Eukaryota"
"683","ncbi","Phytophthora phaseoli","Eukaryota"
"684","ncbi","Phytophthora pluvialis","Eukaryota"
"685","ncbi","Phytophthora ramorum","Eukaryota"
"686","ncbi","Phytophthora taxon",NA
"687","ncbi","Picea glauca","Eukaryota"
"688","ncbi","Picrorhiza kurrooa","Eukaryota"
"689","ncbi","Pilostyles thurberi","Eukaryota"
"690","ncbi","Pinus canariensis","Eukaryota"
"691","ncbi","Pinus strobus","Eukaryota"
"692","ncbi","Pinus sylvestris","Eukaryota"
"693","ncbi","Pinus taeda","Eukaryota"
"694","ncbi","Piper betle","Eukaryota"
"695","ncbi","Pir1 lineage",NA
"696","ncbi","Pir2 lineage",NA
"697","ncbi","Pir3 lineage",NA
"698","ncbi","Pir4 lineage",NA
"699","ncbi","Pisum sativum","Eukaryota"
"700","ncbi","planctomycete DDD3G8","Bacteria"
"701","ncbi","planctomycete LX80","Bacteria"
"702","ncbi","planctomycete MS1330","Bacteria"
"703","ncbi","planctomycete MS3039","Bacteria"
"704","ncbi","planctomycete WWH14","Bacteria"
"705","ncbi","planctomycete WY108","Bacteria"
"706","ncbi","Plantago afra","Eukaryota"
"707","ncbi","Plantago atrata","Eukaryota"
"708","ncbi","Plantago australis","Eukaryota"
"709","ncbi","Plantago coronopus","Eukaryota"
"710","ncbi","Plantago lanceolata","Eukaryota"
"711","ncbi","Plantago media","Eukaryota"
"712","ncbi","Plantago rigida","Eukaryota"
"713","ncbi","Plantago rugelii","Eukaryota"
"714","ncbi","Plantago sericea","Eukaryota"
"715","ncbi","Plasmodium berghei","Eukaryota"
"716","ncbi","Plasmodium chabaudi","Eukaryota"
"717","ncbi","Plasmodium cynomolgi","Eukaryota"
"718","ncbi","Plasmodium falciparum","Eukaryota"
"719","ncbi","Plasmodium gaboni","Eukaryota"
"720","ncbi","Plasmodium gallinaceum","Eukaryota"
"721","ncbi","Plasmodium gonderi","Eukaryota"
"722","ncbi","Plasmodium reichenowi","Eukaryota"
"723","ncbi","Plasmodium relictum","Eukaryota"
"724","ncbi","Plasmodium yoelii","Eukaryota"
"725","ncbi","Platanus occidentalis","Eukaryota"
"726","ncbi","Plectranthus barbatus","Eukaryota"
"727","ncbi","Pleea tenuifolia","Eukaryota"
"728","ncbi","Pleurozia purpurea","Eukaryota"
"729","ncbi","Pleurozium schreberi","Eukaryota"
"730","ncbi","Poa infirma","Eukaryota"
"731","ncbi","Pochonia chlamydosporia","Eukaryota"
"732","ncbi","Podocarpus costalis","Eukaryota"
"733","ncbi","Podophyllum peltatum","Eukaryota"
"734","ncbi","Polyalthia suberosa","Eukaryota"
"735","ncbi","Polycephalomyces prolificus","Eukaryota"
"736","ncbi","Polypodium aureum","Eukaryota"
"737","ncbi","Polytrichum commune","Eukaryota"
"738","ncbi","Populus euphratica","Eukaryota"
"739","ncbi","Populus tremula","Eukaryota"
"740","ncbi","Populus trichocarpa","Eukaryota"
"741","ncbi","Porites astreoides","Eukaryota"
"742","ncbi","Porites australiensis","Eukaryota"
"743","ncbi","Porphyra purpurea","Eukaryota"
"744","ncbi","Porphyra umbilicalis","Eukaryota"
"745","ncbi","Posidonia oceanica","Eukaryota"
"746","ncbi","possible genus",NA
"747","ncbi","Potamogeton berchtoldii","Eukaryota"
"748","ncbi","Prevotellaceae Ga6A1",NA
"749","ncbi","Prevotellaceae NK3B31",NA
"750","ncbi","Prevotellaceae UCG-001",NA
"751","ncbi","Prevotellaceae UCG-003",NA
"752","ncbi","Prevotellaceae UCG-004",NA
"753","ncbi","Prevotellaceae YAB2003",NA
"754","ncbi","Primula veris","Eukaryota"
"755","ncbi","probable genus",NA
"756","ncbi","Prosopis alba","Eukaryota"
"757","ncbi","Prototheca wickerhamii","Eukaryota"
"758","ncbi","Prunus armeniaca","Eukaryota"
"759","ncbi","Prunus mume","Eukaryota"
"760","ncbi","Pseudogymnoascus pannorum","Eukaryota"
"761","ncbi","Pseudotsuga menziesii","Eukaryota"
"762","ncbi","Pterocladia media","Eukaryota"
"763","ncbi","Pterocladia mexicana","Eukaryota"
"764","ncbi","Pterocladia musciformis","Eukaryota"
"765","ncbi","Pterocladia robusta","Eukaryota"
"766","ncbi","Ptychomnion cygnisetum","Eukaryota"
"767","ncbi","Punica granatum","Eukaryota"
"768","ncbi","Pyramimonas parkeae","Eukaryota"
"769","ncbi","Pyronema omphalodes","Eukaryota"
"770","ncbi","Pyropia endiviifolia","Eukaryota"
"771","ncbi","Pyropia fucicola","Eukaryota"
"772","ncbi","Pyropia haitanensis","Eukaryota"
"773","ncbi","Pyropia kanakaensis","Eukaryota"
"774","ncbi","Pyropia nitida","Eukaryota"
"775","ncbi","Pyropia perforata","Eukaryota"
"776","ncbi","Pyropia tenera","Eukaryota"
"777","ncbi","Pyropia yezoensis","Eukaryota"
"778","ncbi","Pyrus pyrifolia","Eukaryota"
"779","ncbi","Pythium insidiosum","Eukaryota"
"780","ncbi","Pythium ultimum","Eukaryota"
"781","ncbi","Quercus lobata","Eukaryota"
"782","ncbi","Quercus robur","Eukaryota"
"783","ncbi","Racomitrium elongatum","Eukaryota"
"784","ncbi","Racomitrium emersum","Eukaryota"
"785","ncbi","Racomitrium ericoides","Eukaryota"
"786","ncbi","Racomitrium lanuginosum","Eukaryota"
"787","ncbi","Rafflesia cantleyi","Eukaryota"
"788","ncbi","Rafflesia leonardi","Eukaryota"
"789","ncbi","Rafflesia pricei","Eukaryota"
"790","ncbi","Raphanus sativus","Eukaryota"
"791","ncbi","Rauvolfia serpentina","Eukaryota"
"792","ncbi","Reclinomonas americana","Eukaryota"
"793","ncbi","Rhazya stricta","Eukaryota"
"794","ncbi","Rhodymenia pseudopalmata","Eukaryota"
"795","ncbi","Rhynchophorus ferrugineus","Eukaryota"
"796","ncbi","Rhynchosporium agropyri","Eukaryota"
"797","ncbi","Rhynchosporium commune","Eukaryota"
"798","ncbi","Rhynchosporium orthosporum","Eukaryota"
"799","ncbi","Rhynchosporium secalis","Eukaryota"
"800","ncbi","Rhytidiadelphus triquetrus","Eukaryota"
"801","ncbi","Rhytidium rugosum","Eukaryota"
"802","ncbi","Rice Cluster",NA
"803","ncbi","Ricinus communis","Eukaryota"
"804","ncbi","Rikenellaceae RC9",NA
"805","ncbi","Rosa chinensis","Eukaryota"
"806","ncbi","Roya obtusa","Eukaryota"
"807","ncbi","RS62 marine",NA
"808","ncbi","Rs-D38 termite",NA
"809","ncbi","Rs-H88 termite",NA
"810","ncbi","Rubus hybrid",NA
"811","ncbi","RumEn M2",NA
"812","ncbi","Rumex acetosa","Eukaryota"
"813","ncbi","Rumex palustris","Eukaryota"
"814","ncbi","Ruminiclostridium 1",NA
"815","ncbi","Ruminiclostridium 5",NA
"816","ncbi","Ruminiclostridium 6",NA
"817","ncbi","Ruminiclostridium 9",NA
"818","ncbi","Ruminococcaceae NK4A214",NA
"819","ncbi","Ruminococcaceae UCG-001",NA
"820","ncbi","Ruminococcaceae UCG-002",NA
"821","ncbi","Ruminococcaceae UCG-003",NA
"822","ncbi","Ruminococcaceae UCG-004",NA
"823","ncbi","Ruminococcaceae UCG-005",NA
"824","ncbi","Ruminococcaceae UCG-007",NA
"825","ncbi","Ruminococcaceae UCG-008",NA
"826","ncbi","Ruminococcaceae UCG-009",NA
"827","ncbi","Ruminococcaceae UCG-010",NA
"828","ncbi","Ruminococcaceae UCG-011",NA
"829","ncbi","Ruminococcaceae UCG-012",NA
"830","ncbi","Ruminococcaceae UCG-013",NA
"831","ncbi","Ruminococcaceae UCG-014",NA
"832","ncbi","Ruminococcaceae V9D2013",NA
"833","ncbi","S50 wastewater-sludge",NA
"834","ncbi","Saccharina japonica","Eukaryota"
"835","ncbi","Saccharum hybrid","Eukaryota"
"836","ncbi","Saccharum officinarum","Eukaryota"
"837","ncbi","Salix purpurea","Eukaryota"
"838","ncbi","Salix suchowensis","Eukaryota"
"839","ncbi","saltmarsh clone",NA
"840","ncbi","Salvia miltiorrhiza","Eukaryota"
"841","ncbi","Salvia pomifera","Eukaryota"
"842","ncbi","Sambucus canadensis","Eukaryota"
"843","ncbi","Sanguinaria canadensis","Eukaryota"
"844","ncbi","Sanionia uncinata","Eukaryota"
"845","ncbi","SAR116 cluster","Bacteria"
"846","ncbi","SAR11 cluster","Bacteria"
"847","ncbi","SAR92 clade","Bacteria"
"848","ncbi","Sarcandra grandifolia","Eukaryota"
"849","ncbi","Sargassum aquifolium","Eukaryota"
"850","ncbi","Sargassum fusiforme","Eukaryota"
"851","ncbi","Sargassum hemiphyllum","Eukaryota"
"852","ncbi","Sargassum henslowianum","Eukaryota"
"853","ncbi","Sargassum spinuligerum","Eukaryota"
"854","ncbi","Sargassum vachellianum","Eukaryota"
"855","ncbi","Sargentodoxa cuneata","Eukaryota"
"856","ncbi","Sarocladium implicatum","Eukaryota"
"857","ncbi","Saruma henryi","Eukaryota"
"858","ncbi","Saururus cernuus","Eukaryota"
"859","ncbi","Sceptridium obliquum","Eukaryota"
"860","ncbi","SCGC AAA164-E04",NA
"861","ncbi","Schima mertensiana","Eukaryota"
"862","ncbi","Schimmelmannia schousboei","Eukaryota"
"863","ncbi","Schisandra sphenanthera","Eukaryota"
"864","ncbi","Schizymenia dubyi","Eukaryota"
"865","ncbi","Schrenkiella parvula","Eukaryota"
"866","ncbi","Sclerospora graminicola","Eukaryota"
"867","ncbi","Sclerotinia borealis","Eukaryota"
"868","ncbi","Sclerotinia homoeocarpa","Eukaryota"
"869","ncbi","Scytolyngbya XSP1",NA
"870","ncbi","Sebdenia flabellata","Eukaryota"
"871","ncbi","Secale cereale","Eukaryota"
"872","ncbi","secondary symbiont",NA
"873","ncbi","Seculamonas ecuadoriensis","Eukaryota"
"874","ncbi","Sesamum indicum","Eukaryota"
"875","ncbi","Setaria italica","Eukaryota"
"876","ncbi","Silene conica","Eukaryota"
"877","ncbi","Silene dioica","Eukaryota"
"878","ncbi","Silene latifolia","Eukaryota"
"879","ncbi","Silene noctiflora","Eukaryota"
"880","ncbi","Silene vulgaris","Eukaryota"
"881","ncbi","Sinapis arvensis","Eukaryota"
"882","ncbi","Sinningia speciosa","Eukaryota"
"883","ncbi","Sinorickettsia chlamys","Bacteria"
"884","ncbi","Siparuna decipiens","Eukaryota"
"885","ncbi","soda lake",NA
"886","ncbi","Solanum arcanum","Eukaryota"
"887","ncbi","Solanum chacoense","Eukaryota"
"888","ncbi","Solanum habrochaites","Eukaryota"
"889","ncbi","Solanum incanum","Eukaryota"
"890","ncbi","Solanum lycopersicum","Eukaryota"
"891","ncbi","Solanum melongena","Eukaryota"
"892","ncbi","Solanum pennellii","Eukaryota"
"893","ncbi","Solanum pimpinellifolium","Eukaryota"
"894","ncbi","Solanum tuberosum","Eukaryota"
"895","ncbi","Sorghum bicolor","Eukaryota"
"896","ncbi","Spathiphyllum wallisii","Eukaryota"
"897","ncbi","Sphagnum angustifolium","Eukaryota"
"898","ncbi","Sphagnum aongstroemii","Eukaryota"
"899","ncbi","Sphagnum austinii","Eukaryota"
"900","ncbi","Sphagnum australe","Eukaryota"
"901","ncbi","Sphagnum balticum","Eukaryota"
"902","ncbi","Sphagnum bartlettianum","Eukaryota"
"903","ncbi","Sphagnum capillifolium","Eukaryota"
"904","ncbi","Sphagnum centrale","Eukaryota"
"905","ncbi","Sphagnum compactum","Eukaryota"
"906","ncbi","Sphagnum contortum","Eukaryota"
"907","ncbi","Sphagnum cuspidatum","Eukaryota"
"908","ncbi","Sphagnum falcatulum","Eukaryota"
"909","ncbi","Sphagnum fallax","Eukaryota"
"910","ncbi","Sphagnum fuscum","Eukaryota"
"911","ncbi","Sphagnum girgensohnii","Eukaryota"
"912","ncbi","Sphagnum lenense","Eukaryota"
"913","ncbi","Sphagnum lescurii","Eukaryota"
"914","ncbi","Sphagnum magellanicum","Eukaryota"
"915","ncbi","Sphagnum majus","Eukaryota"
"916","ncbi","Sphagnum obtusum","Eukaryota"
"917","ncbi","Sphagnum orientale","Eukaryota"
"918","ncbi","Sphagnum palustre","Eukaryota"
"919","ncbi","Sphagnum papillosum","Eukaryota"
"920","ncbi","Sphagnum portoricense","Eukaryota"
"921","ncbi","Sphagnum pylaesii","Eukaryota"
"922","ncbi","Sphagnum recurvum","Eukaryota"
"923","ncbi","Sphagnum riparium","Eukaryota"
"924","ncbi","Sphagnum rubellum","Eukaryota"
"925","ncbi","Sphagnum rubiginosum","Eukaryota"
"926","ncbi","Sphagnum squarrosum","Eukaryota"
"927","ncbi","Sphagnum strictum","Eukaryota"
"928","ncbi","Sphagnum subnitens","Eukaryota"
"929","ncbi","Sphagnum teres","Eukaryota"
"930","ncbi","Sphagnum tumidulum","Eukaryota"
"931","ncbi","Sphagnum wulfianum","Eukaryota"
"932","ncbi","Spirodela polyrhiza","Eukaryota"
"933","ncbi","Spongospora subterranea","Eukaryota"
"934","ncbi","Sporobolus stapfianus","Eukaryota"
"935","ncbi","Sporolithon durum","Eukaryota"
"936","ncbi","Stoneobryum bunyaense","Eukaryota"
"937","ncbi","Stoneobryum mirum","Eukaryota"
"938","ncbi","Strigamia maritima","Eukaryota"
"939","ncbi","SU2 symbiont",NA
"940","ncbi","Subgroup 10",NA
"941","ncbi","Subgroup 23",NA
"942","ncbi","Succinivibrionaceae UCG-001",NA
"943","ncbi","Succinivibrionaceae UCG-002",NA
"944","ncbi","SUP05 cluster","Bacteria"
"945","ncbi","Sva0081 sediment",NA
"946","ncbi","Sva0996 marine",NA
"947","ncbi","Swertia japonica","Eukaryota"
"948","ncbi","Symphothece PCC-7002",NA
"949","ncbi","synthetic construct",NA
"950","ncbi","Syntrichia filaris","Eukaryota"
"951","ncbi","Syntrichia ruralis","Eukaryota"
"952","ncbi","Syzygium luehmannii","Eukaryota"
"953","ncbi","Taihangia rupestris","Eukaryota"
"954","ncbi","Takakia lepidozioides","Eukaryota"
"955","ncbi","Talaromyces diversus","Eukaryota"
"956","ncbi","Talaromyces funiculosus","Eukaryota"
"957","ncbi","Talaromyces marneffei","Eukaryota"
"958","ncbi","Talaromyces minioluteus","Eukaryota"
"959","ncbi","Talaromyces phialosporus","Eukaryota"
"960","ncbi","Talaromyces piceae","Eukaryota"
"961","ncbi","Talaromyces pinophilus","Eukaryota"
"962","ncbi","Talaromyces pittii","Eukaryota"
"963","ncbi","Talaromyces purpureogenus","Eukaryota"
"964","ncbi","Talaromyces rugulosus","Eukaryota"
"965","ncbi","Talaromyces siamensis","Eukaryota"
"966","ncbi","Talaromyces variabilis","Eukaryota"
"967","ncbi","Taraxacum kok-saghyz","Eukaryota"
"968","ncbi","Tasmannia insipida","Eukaryota"
"969","ncbi","Tayloria mirabilis","Eukaryota"
"970","ncbi","Tectona grandis","Eukaryota"
"971","ncbi","termite gut",NA
"972","ncbi","Termite planctomycete",NA
"973","ncbi","Tetracentron sinense","Eukaryota"
"974","ncbi","Tetraphis pellucida","Eukaryota"
"975","ncbi","Tetraplodon fuegianus","Eukaryota"
"976","ncbi","Thaumarchaeota archaeon","Archaea"
"977","ncbi","Thecamonas trahens","Eukaryota"
"978","ncbi","Theobroma cacao","Eukaryota"
"979","ncbi","Thermoplasmatales archaeon",NA
"980","ncbi","Thermosynechococcus BP-1",NA
"981","ncbi","Thlaspi arvense","Eukaryota"
"982","ncbi","Thottea tomentosa","Eukaryota"
"983","ncbi","Thymallus thymallus","Eukaryota"
"984","ncbi","TM7 phylum",NA
"985","ncbi","Tofieldia calyculata","Eukaryota"
"986","ncbi","Tolypocladium inegoense","Eukaryota"
"987","ncbi","Tolypocladium japonicum","Eukaryota"
"988","ncbi","Tolypocladium ophioglossoides","Eukaryota"
"989","ncbi","Tolypocladium paradoxum","Eukaryota"
"990","ncbi","Tomentypnum nitens","Eukaryota"
"991","ncbi","Treubia lacunosa","Eukaryota"
"992","ncbi","Trichoderma asperellum","Eukaryota"
"993","ncbi","Trichoderma deliquescens","Eukaryota"
"994","ncbi","Trichoderma gamsii","Eukaryota"
"995","ncbi","Trichoderma reesei","Eukaryota"
"996","ncbi","Trichophyton mentagrophytes","Eukaryota"
"997","ncbi","Trichophyton rubrum","Eukaryota"
"998","ncbi","Trichosanthes kirilowii","Eukaryota"
"999","ncbi","Trifolium pratense","Eukaryota"
"1000","ncbi","Trifolium subterraneum","Eukaryota"
"1001","ncbi","Triglochin maritima","Eukaryota"
"1002","ncbi","Trigonala elaeagnus","Bacteria"
"1003","ncbi","Trimenia moorei","Eukaryota"
"1004","ncbi","Tripsacum dactyloides","Eukaryota"
"1005","ncbi","Triticum aestivum","Eukaryota"
"1006","ncbi","Triticum timopheevii","Eukaryota"
"1007","ncbi","Triticum turgidum","Eukaryota"
"1008","ncbi","Triticum urartu","Eukaryota"
"1009","ncbi","Trochodendron aralioides","Eukaryota"
"1010","ncbi","Tsukubamonas globosa","Eukaryota"
"1011","ncbi","Tuber borchii","Eukaryota"
"1012","ncbi","Tyzzerella 3",NA
"1013","ncbi","Tyzzerella 4",NA
"1014","ncbi","Ulota crispa","Eukaryota"
"1015","ncbi","Ulota hutchinsiae","Eukaryota"
"1016","ncbi","Ulota phyllantha","Eukaryota"
"1017","ncbi","Urania-1B-19 marine",NA
"1018","ncbi","Utricularia gibba","Eukaryota"
"1019","ncbi","Vaccinium macrocarpon","Eukaryota"
"1020","ncbi","Veillonellaceae UCG-001",NA
"1021","ncbi","Veronica agrestis","Eukaryota"
"1022","ncbi","Verticillium dahliae","Eukaryota"
"1023","ncbi","Verticillium nonalfalfae","Eukaryota"
"1024","ncbi","Vicia faba","Eukaryota"
"1025","ncbi","Victoria cf.",NA
"1026","ncbi","Vigna angularis","Eukaryota"
"1027","ncbi","Vigna radiata","Eukaryota"
"1028","ncbi","Viola uliginosa","Eukaryota"
"1029","ncbi","Vitis vinifera","Eukaryota"
"1030","ncbi","wallaby gut",NA
"1031","ncbi","Welwitschia mirabilis","Eukaryota"
"1032","ncbi","Wildemania schizophylla","Eukaryota"
"1033","ncbi","Withania somnifera","Eukaryota"
"1034","ncbi","Xanthorhiza simplicissima","Eukaryota"
"1035","ncbi","Xanthosoma mafaffa","Eukaryota"
"1036","ncbi","Xerophyta viscosa","Eukaryota"
"1037","ncbi","Zamia integrifolia","Eukaryota"
"1038","ncbi","Zantedeschia aethiopica","Eukaryota"
"1039","ncbi","Zasmidium cellare","Eukaryota"
"1040","ncbi","Zea luxurians","Eukaryota"
"1041","ncbi","Zea mays","Eukaryota"
"1042","ncbi","Ziziphus jujuba","Eukaryota"
"1043","ncbi","Zoysia japonica","Eukaryota"
"1044","ncbi","Zygodon viridissimus","Eukaryota"
