"","db","query","superkingdom"
"543","ncbi","Nannochloropsis oceanica","Eukaryota"
"544","ncbi","Nannochloropsis oculata","Eukaryota"
"545","ncbi","Nanohaloarchaea archaeon",NA
"546","ncbi","Neckera menziesii","Eukaryota"
"547","ncbi","Nelumbo nucifera","Eukaryota"
"548","ncbi","Neolamarckia cadamba","Eukaryota"
"549","ncbi","Nephroselmis olivacea","Eukaryota"
"550","ncbi","Nicotiana attenuata","Eukaryota"
"551","ncbi","Nicotiana benthamiana","Eukaryota"
"552","ncbi","Nicotiana otophora","Eukaryota"
"553","ncbi","Nicotiana sylvestris","Eukaryota"
"554","ncbi","Nicotiana tabacum","Eukaryota"
"555","ncbi","Nicotiana tabacum/Hyoscyamus","Eukaryota"
"556","ncbi","Nicotiana tomentosiformis","Eukaryota"
"557","ncbi","Nitella hyalina","Eukaryota"
"558","ncbi","Noccaea caerulescens","Eukaryota"
"559","ncbi","Nothoceros aenigmaticus","Eukaryota"
"560","ncbi","Nothofagus nervosa","Eukaryota"
"561","ncbi","Notothylas orbicularis","Eukaryota"
"562","ncbi","NS10 marine",NA
"563","ncbi","NS2b marine",NA
"564","ncbi","NS3a marine",NA
"565","ncbi","NS4 marine",NA
"566","ncbi","NS5 marine",NA
"567","ncbi","Nyholmiella gymnostoma","Eukaryota"
"568","ncbi","Nyholmiella obtusifolia","Eukaryota"
"569","ncbi","Ocimum tenuiflorum","Eukaryota"
"570","ncbi","Oenothera berteroana","Eukaryota"
"571","ncbi","Oikopleura dioica","Eukaryota"
"572","ncbi","Olavius ilvae","Eukaryota"
"573","ncbi","Olea europaea","Eukaryota"
"574","ncbi","OM27 clade","Bacteria"
"575","ncbi","OM43 clade","Bacteria"
"576","ncbi","OM60(NOR5) clade",NA
"577","ncbi","OM75 clade","Bacteria"
"578","ncbi","Oncidium hybrid",NA
"579","ncbi","Ophioglossum californicum","Eukaryota"
"580","ncbi","Ophioglossum vulgatum","Eukaryota"
"581","ncbi","Ophiostoma carpenteri","Eukaryota"
"582","ncbi","Ophiostoma minus","Eukaryota"
"583","ncbi","Ophiostoma novo-ulmi","Eukaryota"
"584","ncbi","Ophiostoma ulmi","Eukaryota"
"585","ncbi","Orobanche austrohispanica","Eukaryota"
"586","ncbi","Orobanche coerulescens","Eukaryota"
"587","ncbi","Orontium aquaticum","Eukaryota"
"588","ncbi","Oropetium thomaeum","Eukaryota"
"589","ncbi","Orthotrichum bicolor","Eukaryota"
"590","ncbi","Orthotrichum callistomum","Eukaryota"
"591","ncbi","Orthotrichum diaphanum","Eukaryota"
"592","ncbi","Orthotrichum lyellii","Eukaryota"
"593","ncbi","Orthotrichum macrocephalum","Eukaryota"
"594","ncbi","Orthotrichum pulchellum","Eukaryota"
"595","ncbi","Orthotrichum rogeri","Eukaryota"
"596","ncbi","Orthotrichum speciosum","Eukaryota"
"597","ncbi","Orthotrichum stellatum","Eukaryota"
"598","ncbi","Oryza barthii","Eukaryota"
"599","ncbi","Oryza glaberrima","Eukaryota"
"600","ncbi","Oryza glumipatula","Eukaryota"
"601","ncbi","Oryza longistaminata","Eukaryota"
"602","ncbi","Oryza meridionalis","Eukaryota"
"603","ncbi","Oryza meyeriana","Eukaryota"
"604","ncbi","Oryza minuta","Eukaryota"
"605","ncbi","Oryza nivara","Eukaryota"
"606","ncbi","Oryza officinalis","Eukaryota"
"607","ncbi","Oryza punctata","Eukaryota"
"608","ncbi","Oryza rufipogon","Eukaryota"
"609","ncbi","Oryza sativa","Eukaryota"
"610","ncbi","p-1088-a5 gut",NA
"611","ncbi","Pachycladon cheesemanii","Eukaryota"
"612","ncbi","Pachycladon fastigiatum","Eukaryota"
"613","ncbi","Pachysandra procumbens","Eukaryota"
"614","ncbi","Paecilomyces hepiali","Eukaryota"
"615","ncbi","Paeonia lactiflora","Eukaryota"
"616","ncbi","Paeonia suffruticosa","Eukaryota"
"617","ncbi","Palmaria palmata","Eukaryota"
"618","ncbi","Palpitomonas bilix","Eukaryota"
"619","ncbi","Panax ginseng","Eukaryota"
"620","ncbi","Pandanus boninensis","Eukaryota"
"621","ncbi","Panicum hallii","Eukaryota"
"622","ncbi","Paracoccidioides brasiliensis","Eukaryota"
"623","ncbi","Parengyodontium album","Eukaryota"
"624","ncbi","Parinari campestris","Eukaryota"
"625","ncbi","Peltigera dolichorrhiza","Eukaryota"
"626","ncbi","Peltigera malacea","Eukaryota"
"627","ncbi","Peltigera membranacea","Eukaryota"
"628","ncbi","Penicilliopsis zonata","Eukaryota"
"629","ncbi","Penicillium brasilianum","Eukaryota"
"630","ncbi","Penicillium capsulatum","Eukaryota"
"631","ncbi","Penicillium chrysogenum","Eukaryota"
"632","ncbi","Penicillium coprophilum","Eukaryota"
"633","ncbi","Penicillium digitatum","Eukaryota"
"634","ncbi","Penicillium expansum","Eukaryota"
"635","ncbi","Penicillium glabrum","Eukaryota"
"636","ncbi","Penicillium griseofulvum","Eukaryota"
"637","ncbi","Penicillium janthinellum","Eukaryota"
"638","ncbi","Penicillium nordicum","Eukaryota"
"639","ncbi","Penicillium punicae","Eukaryota"
"640","ncbi","Penicillium roqueforti","Eukaryota"
"641","ncbi","Penicillium rubens","Eukaryota"
"642","ncbi","Penicillium rubrisclerotium","Eukaryota"
"643","ncbi","Penicillium solitum","Eukaryota"
"644","ncbi","Penicillium tardum","Eukaryota"
"645","ncbi","Penicillium thomii","Eukaryota"
"646","ncbi","Penstemon centranthifolius","Eukaryota"
"647","ncbi","Penstemon grinnellii","Eukaryota"
"648","ncbi","Peperomia fosterii","Eukaryota"
"649","ncbi","Peperomia obtusifolia","Eukaryota"
"650","ncbi","Periglandula ipomoeae","Eukaryota"
"651","ncbi","Persicaria minor","Eukaryota"
"652","ncbi","Persoonia katerae","Eukaryota"
"653","ncbi","Petrophile canescens","Eukaryota"
"654","ncbi","Petunia axillaris","Eukaryota"
"655","ncbi","Petunia exserta","Eukaryota"
"656","ncbi","Petunia integrifolia","Eukaryota"
"657","ncbi","Peumus boldus","Eukaryota"
"658","ncbi","Phaeoceros laevis","Eukaryota"
"659","ncbi","Phalaenopsis aphrodite","Eukaryota"
"660","ncbi","Phalaenopsis equestris","Eukaryota"
"661","ncbi","Phaseolus acutifolius","Eukaryota"
"662","ncbi","Phaseolus vulgaris","Eukaryota"
"663","ncbi","Phegopteris hexagonoptera","Eukaryota"
"664","ncbi","Phlegmariurus squarrosus","Eukaryota"
"665","ncbi","Phlox drummondii","Eukaryota"
"666","ncbi","Phoenix dactylifera","Eukaryota"
"667","ncbi","Phyllocladus trichomanoides","Eukaryota"
"668","ncbi","Phyllostachys praecox","Eukaryota"
"669","ncbi","Physcomitrella patens","Eukaryota"
"670","ncbi","Phytophthora agathidicida","Eukaryota"
"671","ncbi","Phytophthora andina","Eukaryota"
"672","ncbi","Phytophthora cinnamomi","Eukaryota"
"673","ncbi","Phytophthora infestans","Eukaryota"
"674","ncbi","Phytophthora lateralis","Eukaryota"
"675","ncbi","Phytophthora mirabilis","Eukaryota"
"676","ncbi","Phytophthora multivora","Eukaryota"
"677","ncbi","Phytophthora phaseoli","Eukaryota"
"678","ncbi","Phytophthora pluvialis","Eukaryota"
"679","ncbi","Phytophthora ramorum","Eukaryota"
"680","ncbi","Phytophthora taxon",NA
"681","ncbi","Picrorhiza kurrooa","Eukaryota"
"682","ncbi","Pilostyles thurberi","Eukaryota"
"683","ncbi","Pinus canariensis","Eukaryota"
"684","ncbi","Pinus strobus","Eukaryota"
"685","ncbi","Pinus sylvestris","Eukaryota"
"686","ncbi","Pinus taeda","Eukaryota"
"687","ncbi","Piper betle","Eukaryota"
"688","ncbi","Pir1 lineage",NA
"689","ncbi","Pir2 lineage",NA
"690","ncbi","Pir3 lineage",NA
"691","ncbi","Pir4 lineage",NA
"692","ncbi","Pisum sativum","Eukaryota"
"693","ncbi","planctomycete DDD3G8","Bacteria"
"694","ncbi","planctomycete LX80","Bacteria"
"695","ncbi","planctomycete MS1330","Bacteria"
"696","ncbi","planctomycete MS3039","Bacteria"
"697","ncbi","planctomycete WWH14","Bacteria"
"698","ncbi","planctomycete WY108","Bacteria"
"699","ncbi","Plantago afra","Eukaryota"
"700","ncbi","Plantago atrata","Eukaryota"
"701","ncbi","Plantago australis","Eukaryota"
"702","ncbi","Plantago coronopus","Eukaryota"
"703","ncbi","Plantago lanceolata","Eukaryota"
"704","ncbi","Plantago media","Eukaryota"
"705","ncbi","Plantago rigida","Eukaryota"
"706","ncbi","Plantago rugelii","Eukaryota"
"707","ncbi","Plantago sericea","Eukaryota"
"708","ncbi","Plasmodium berghei","Eukaryota"
"709","ncbi","Plasmodium chabaudi","Eukaryota"
"710","ncbi","Plasmodium cynomolgi","Eukaryota"
"711","ncbi","Plasmodium falciparum","Eukaryota"
"712","ncbi","Plasmodium gaboni","Eukaryota"
"713","ncbi","Plasmodium gallinaceum","Eukaryota"
"714","ncbi","Plasmodium gonderi","Eukaryota"
"715","ncbi","Plasmodium reichenowi","Eukaryota"
"716","ncbi","Plasmodium relictum","Eukaryota"
"717","ncbi","Plasmodium yoelii","Eukaryota"
"718","ncbi","Platanus occidentalis","Eukaryota"
"719","ncbi","Plectranthus barbatus","Eukaryota"
"720","ncbi","Pleea tenuifolia","Eukaryota"
"721","ncbi","Pleurozia purpurea","Eukaryota"
"722","ncbi","Pleurozium schreberi","Eukaryota"
"723","ncbi","Poa infirma","Eukaryota"
"724","ncbi","Pochonia chlamydosporia","Eukaryota"
"725","ncbi","Podocarpus costalis","Eukaryota"
"726","ncbi","Podophyllum peltatum","Eukaryota"
"727","ncbi","Polyalthia suberosa","Eukaryota"
"728","ncbi","Polycephalomyces prolificus","Eukaryota"
"729","ncbi","Polypodium aureum","Eukaryota"
"730","ncbi","Polytrichum commune","Eukaryota"
"731","ncbi","Populus euphratica","Eukaryota"
"732","ncbi","Populus tremula","Eukaryota"
"733","ncbi","Populus trichocarpa","Eukaryota"
"734","ncbi","Porites astreoides","Eukaryota"
"735","ncbi","Porites australiensis","Eukaryota"
"736","ncbi","Porphyra purpurea","Eukaryota"
"737","ncbi","Porphyra umbilicalis","Eukaryota"
"738","ncbi","Posidonia oceanica","Eukaryota"
"739","ncbi","possible genus",NA
"740","ncbi","Potamogeton berchtoldii","Eukaryota"
"741","ncbi","Prevotellaceae Ga6A1",NA
"742","ncbi","Prevotellaceae NK3B31",NA
"743","ncbi","Prevotellaceae UCG-001",NA
"744","ncbi","Prevotellaceae UCG-003",NA
"745","ncbi","Prevotellaceae UCG-004",NA
"746","ncbi","Prevotellaceae YAB2003",NA
"747","ncbi","Primula veris","Eukaryota"
"748","ncbi","probable genus",NA
"749","ncbi","Prosopis alba","Eukaryota"
"750","ncbi","proteobacterium LS-2","Bacteria"
"751","ncbi","Prototheca wickerhamii","Eukaryota"
"752","ncbi","Prunus armeniaca","Eukaryota"
"753","ncbi","Prunus mume","Eukaryota"
"754","ncbi","Pseudogymnoascus pannorum","Eukaryota"
"755","ncbi","Pseudotsuga menziesii","Eukaryota"
"756","ncbi","Pterocladia media","Eukaryota"
"757","ncbi","Pterocladia mexicana","Eukaryota"
"758","ncbi","Pterocladia musciformis","Eukaryota"
"759","ncbi","Pterocladia robusta","Eukaryota"
"760","ncbi","Ptychomnion cygnisetum","Eukaryota"
"761","ncbi","Punica granatum","Eukaryota"
"762","ncbi","Pyramimonas parkeae","Eukaryota"
"763","ncbi","Pyronema omphalodes","Eukaryota"
"764","ncbi","Pyropia endiviifolia","Eukaryota"
"765","ncbi","Pyropia fucicola","Eukaryota"
"766","ncbi","Pyropia haitanensis","Eukaryota"
"767","ncbi","Pyropia kanakaensis","Eukaryota"
"768","ncbi","Pyropia nitida","Eukaryota"
"769","ncbi","Pyropia perforata","Eukaryota"
"770","ncbi","Pyropia tenera","Eukaryota"
"771","ncbi","Pyropia yezoensis","Eukaryota"
"772","ncbi","Pyrus pyrifolia","Eukaryota"
"773","ncbi","Pythium insidiosum","Eukaryota"
"774","ncbi","Pythium ultimum","Eukaryota"
"775","ncbi","Quercus lobata","Eukaryota"
"776","ncbi","Quercus robur","Eukaryota"
"777","ncbi","Racomitrium elongatum","Eukaryota"
"778","ncbi","Racomitrium emersum","Eukaryota"
"779","ncbi","Racomitrium ericoides","Eukaryota"
"780","ncbi","Racomitrium lanuginosum","Eukaryota"
"781","ncbi","Rafflesia cantleyi","Eukaryota"
"782","ncbi","Rafflesia leonardi","Eukaryota"
"783","ncbi","Rafflesia pricei","Eukaryota"
"784","ncbi","Raphanus sativus","Eukaryota"
"785","ncbi","Rauvolfia serpentina","Eukaryota"
"786","ncbi","Reclinomonas americana","Eukaryota"
"787","ncbi","Rhazya stricta","Eukaryota"
"788","ncbi","Rhodymenia pseudopalmata","Eukaryota"
"789","ncbi","Rhynchophorus ferrugineus","Eukaryota"
"790","ncbi","Rhynchosporium agropyri","Eukaryota"
"791","ncbi","Rhynchosporium commune","Eukaryota"
"792","ncbi","Rhynchosporium orthosporum","Eukaryota"
"793","ncbi","Rhynchosporium secalis","Eukaryota"
"794","ncbi","Rhytidiadelphus triquetrus","Eukaryota"
"795","ncbi","Rhytidium rugosum","Eukaryota"
"796","ncbi","Rice Cluster",NA
"797","ncbi","Ricinus communis","Eukaryota"
"798","ncbi","Rikenellaceae RC9",NA
"799","ncbi","Rosa chinensis","Eukaryota"
"800","ncbi","Roya obtusa","Eukaryota"
"801","ncbi","RS62 marine",NA
"802","ncbi","Rs-D38 termite",NA
"803","ncbi","Rs-H88 termite",NA
"804","ncbi","Rubus hybrid",NA
"805","ncbi","RumEn M2",NA
"806","ncbi","Rumex acetosa","Eukaryota"
"807","ncbi","Rumex palustris","Eukaryota"
"808","ncbi","Ruminiclostridium 1",NA
"809","ncbi","Ruminiclostridium 5",NA
"810","ncbi","Ruminiclostridium 6",NA
"811","ncbi","Ruminiclostridium 9",NA
"812","ncbi","Ruminococcaceae NK4A214",NA
"813","ncbi","Ruminococcaceae UCG-001",NA
"814","ncbi","Ruminococcaceae UCG-002",NA
"815","ncbi","Ruminococcaceae UCG-003",NA
"816","ncbi","Ruminococcaceae UCG-004",NA
"817","ncbi","Ruminococcaceae UCG-005",NA
"818","ncbi","Ruminococcaceae UCG-007",NA
"819","ncbi","Ruminococcaceae UCG-008",NA
"820","ncbi","Ruminococcaceae UCG-009",NA
"821","ncbi","Ruminococcaceae UCG-010",NA
"822","ncbi","Ruminococcaceae UCG-011",NA
"823","ncbi","Ruminococcaceae UCG-012",NA
"824","ncbi","Ruminococcaceae UCG-013",NA
"825","ncbi","Ruminococcaceae UCG-014",NA
"826","ncbi","Ruminococcaceae V9D2013",NA
"827","ncbi","S50 wastewater-sludge",NA
"828","ncbi","Saccharina japonica","Eukaryota"
"829","ncbi","Saccharum hybrid","Eukaryota"
"830","ncbi","Saccharum officinarum","Eukaryota"
"831","ncbi","Salix purpurea","Eukaryota"
"832","ncbi","Salix suchowensis","Eukaryota"
"833","ncbi","saltmarsh clone",NA
"834","ncbi","Salvia miltiorrhiza","Eukaryota"
"835","ncbi","Salvia pomifera","Eukaryota"
"836","ncbi","Sambucus canadensis","Eukaryota"
"837","ncbi","Sanguinaria canadensis","Eukaryota"
"838","ncbi","Sanionia uncinata","Eukaryota"
"839","ncbi","SAR116 cluster","Bacteria"
"840","ncbi","SAR92 clade","Bacteria"
"841","ncbi","Sarcandra grandifolia","Eukaryota"
"842","ncbi","Sargassum aquifolium","Eukaryota"
"843","ncbi","Sargassum fusiforme","Eukaryota"
"844","ncbi","Sargassum hemiphyllum","Eukaryota"
"845","ncbi","Sargassum henslowianum","Eukaryota"
"846","ncbi","Sargassum spinuligerum","Eukaryota"
"847","ncbi","Sargassum vachellianum","Eukaryota"
"848","ncbi","Sargentodoxa cuneata","Eukaryota"
"849","ncbi","Sarocladium implicatum","Eukaryota"
"850","ncbi","Saruma henryi","Eukaryota"
"851","ncbi","Saururus cernuus","Eukaryota"
"852","ncbi","Sceptridium obliquum","Eukaryota"
"853","ncbi","SCGC AAA164-E04",NA
"854","ncbi","Schima mertensiana","Eukaryota"
"855","ncbi","Schimmelmannia schousboei","Eukaryota"
"856","ncbi","Schisandra sphenanthera","Eukaryota"
"857","ncbi","Schizymenia dubyi","Eukaryota"
"858","ncbi","Schrenkiella parvula","Eukaryota"
"859","ncbi","Sclerospora graminicola","Eukaryota"
"860","ncbi","Sclerotinia borealis","Eukaryota"
"861","ncbi","Sclerotinia homoeocarpa","Eukaryota"
"862","ncbi","Scytolyngbya XSP1",NA
"863","ncbi","Sebdenia flabellata","Eukaryota"
"864","ncbi","Secale cereale","Eukaryota"
"865","ncbi","Seculamonas ecuadoriensis","Eukaryota"
"866","ncbi","Sesamum indicum","Eukaryota"
"867","ncbi","Setaria italica","Eukaryota"
"868","ncbi","Silene conica","Eukaryota"
"869","ncbi","Silene dioica","Eukaryota"
"870","ncbi","Silene latifolia","Eukaryota"
"871","ncbi","Silene noctiflora","Eukaryota"
"872","ncbi","Silene vulgaris","Eukaryota"
"873","ncbi","Sinapis arvensis","Eukaryota"
"874","ncbi","Sinningia speciosa","Eukaryota"
"875","ncbi","Sinorickettsia chlamys","Bacteria"
"876","ncbi","Siparuna decipiens","Eukaryota"
"877","ncbi","Solanum arcanum","Eukaryota"
"878","ncbi","Solanum chacoense","Eukaryota"
"879","ncbi","Solanum habrochaites","Eukaryota"
"880","ncbi","Solanum incanum","Eukaryota"
"881","ncbi","Solanum lycopersicum","Eukaryota"
"882","ncbi","Solanum melongena","Eukaryota"
"883","ncbi","Solanum pennellii","Eukaryota"
"884","ncbi","Solanum pimpinellifolium","Eukaryota"
"885","ncbi","Solanum tuberosum","Eukaryota"
"886","ncbi","Sorghum bicolor","Eukaryota"
"887","ncbi","Spathiphyllum wallisii","Eukaryota"
"888","ncbi","Sphagnum angustifolium","Eukaryota"
"889","ncbi","Sphagnum aongstroemii","Eukaryota"
"890","ncbi","Sphagnum austinii","Eukaryota"
"891","ncbi","Sphagnum australe","Eukaryota"
"892","ncbi","Sphagnum balticum","Eukaryota"
"893","ncbi","Sphagnum bartlettianum","Eukaryota"
"894","ncbi","Sphagnum capillifolium","Eukaryota"
"895","ncbi","Sphagnum centrale","Eukaryota"
"896","ncbi","Sphagnum compactum","Eukaryota"
"897","ncbi","Sphagnum contortum","Eukaryota"
"898","ncbi","Sphagnum cuspidatum","Eukaryota"
"899","ncbi","Sphagnum falcatulum","Eukaryota"
"900","ncbi","Sphagnum fallax","Eukaryota"
"901","ncbi","Sphagnum fuscum","Eukaryota"
"902","ncbi","Sphagnum girgensohnii","Eukaryota"
"903","ncbi","Sphagnum lenense","Eukaryota"
"904","ncbi","Sphagnum lescurii","Eukaryota"
"905","ncbi","Sphagnum magellanicum","Eukaryota"
"906","ncbi","Sphagnum majus","Eukaryota"
"907","ncbi","Sphagnum obtusum","Eukaryota"
"908","ncbi","Sphagnum orientale","Eukaryota"
"909","ncbi","Sphagnum palustre","Eukaryota"
"910","ncbi","Sphagnum papillosum","Eukaryota"
"911","ncbi","Sphagnum portoricense","Eukaryota"
"912","ncbi","Sphagnum pylaesii","Eukaryota"
"913","ncbi","Sphagnum recurvum","Eukaryota"
"914","ncbi","Sphagnum riparium","Eukaryota"
"915","ncbi","Sphagnum rubellum","Eukaryota"
"916","ncbi","Sphagnum rubiginosum","Eukaryota"
"917","ncbi","Sphagnum squarrosum","Eukaryota"
"918","ncbi","Sphagnum strictum","Eukaryota"
"919","ncbi","Sphagnum subnitens","Eukaryota"
"920","ncbi","Sphagnum teres","Eukaryota"
"921","ncbi","Sphagnum tumidulum","Eukaryota"
"922","ncbi","Sphagnum wulfianum","Eukaryota"
"923","ncbi","Spirodela polyrhiza","Eukaryota"
"924","ncbi","Spongospora subterranea","Eukaryota"
"925","ncbi","Sporobolus stapfianus","Eukaryota"
"926","ncbi","Sporolithon durum","Eukaryota"
"927","ncbi","Stoneobryum bunyaense","Eukaryota"
"928","ncbi","Stoneobryum mirum","Eukaryota"
"929","ncbi","Strigamia maritima","Eukaryota"
"930","ncbi","Subgroup 10",NA
"931","ncbi","Subgroup 23",NA
"932","ncbi","Succinivibrionaceae UCG-001",NA
"933","ncbi","Succinivibrionaceae UCG-002",NA
"934","ncbi","SUP05 cluster","Bacteria"
"935","ncbi","Sva0081 sediment",NA
"936","ncbi","Sva0996 marine",NA
"937","ncbi","Swertia japonica","Eukaryota"
"938","ncbi","Symphothece PCC-7002",NA
"939","ncbi","Syntrichia filaris","Eukaryota"
"940","ncbi","Syntrichia ruralis","Eukaryota"
"941","ncbi","Syzygium luehmannii","Eukaryota"
"942","ncbi","Taihangia rupestris","Eukaryota"
"943","ncbi","Takakia lepidozioides","Eukaryota"
"944","ncbi","Talaromyces diversus","Eukaryota"
"945","ncbi","Talaromyces funiculosus","Eukaryota"
"946","ncbi","Talaromyces marneffei","Eukaryota"
"947","ncbi","Talaromyces minioluteus","Eukaryota"
"948","ncbi","Talaromyces phialosporus","Eukaryota"
"949","ncbi","Talaromyces piceae","Eukaryota"
"950","ncbi","Talaromyces pinophilus","Eukaryota"
"951","ncbi","Talaromyces pittii","Eukaryota"
"952","ncbi","Talaromyces purpureogenus","Eukaryota"
"953","ncbi","Talaromyces rugulosus","Eukaryota"
"954","ncbi","Talaromyces siamensis","Eukaryota"
"955","ncbi","Talaromyces variabilis","Eukaryota"
"956","ncbi","Taraxacum kok-saghyz","Eukaryota"
"957","ncbi","Tasmannia insipida","Eukaryota"
"958","ncbi","Tayloria mirabilis","Eukaryota"
"959","ncbi","Tectona grandis","Eukaryota"
"960","ncbi","Termite planctomycete",NA
"961","ncbi","Tetracentron sinense","Eukaryota"
"962","ncbi","Tetraphis pellucida","Eukaryota"
"963","ncbi","Tetraplodon fuegianus","Eukaryota"
"964","ncbi","Thaumarchaeota archaeon","Archaea"
"965","ncbi","Thecamonas trahens","Eukaryota"
"966","ncbi","Theobroma cacao","Eukaryota"
"967","ncbi","Thermoplasmatales archaeon",NA
"968","ncbi","Thermosynechococcus BP-1",NA
"969","ncbi","Thlaspi arvense","Eukaryota"
"970","ncbi","Thottea tomentosa","Eukaryota"
"971","ncbi","Thymallus thymallus","Eukaryota"
"972","ncbi","Tofieldia calyculata","Eukaryota"
"973","ncbi","Tolypocladium inegoense","Eukaryota"
"974","ncbi","Tolypocladium japonicum","Eukaryota"
"975","ncbi","Tolypocladium ophioglossoides","Eukaryota"
"976","ncbi","Tolypocladium paradoxum","Eukaryota"
"977","ncbi","Tomentypnum nitens","Eukaryota"
"978","ncbi","Treubia lacunosa","Eukaryota"
"979","ncbi","Trichoderma asperellum","Eukaryota"
"980","ncbi","Trichoderma deliquescens","Eukaryota"
"981","ncbi","Trichoderma gamsii","Eukaryota"
"982","ncbi","Trichoderma reesei","Eukaryota"
"983","ncbi","Trichophyton mentagrophytes","Eukaryota"
"984","ncbi","Trichophyton rubrum","Eukaryota"
"985","ncbi","Trichosanthes kirilowii","Eukaryota"
"986","ncbi","Trifolium pratense","Eukaryota"
"987","ncbi","Trifolium subterraneum","Eukaryota"
"988","ncbi","Triglochin maritima","Eukaryota"
"989","ncbi","Trigonala elaeagnus","Bacteria"
"990","ncbi","Trimenia moorei","Eukaryota"
"991","ncbi","Tripsacum dactyloides","Eukaryota"
"992","ncbi","Triticum aestivum","Eukaryota"
"993","ncbi","Triticum timopheevii","Eukaryota"
"994","ncbi","Triticum turgidum","Eukaryota"
"995","ncbi","Triticum urartu","Eukaryota"
"996","ncbi","Trochodendron aralioides","Eukaryota"
"997","ncbi","Tsukubamonas globosa","Eukaryota"
"998","ncbi","Tyzzerella 3",NA
"999","ncbi","Tyzzerella 4",NA
"1000","ncbi","Ulota crispa","Eukaryota"
"1001","ncbi","Ulota hutchinsiae","Eukaryota"
"1002","ncbi","Ulota phyllantha","Eukaryota"
"1003","ncbi","Urania-1B-19 marine",NA
"1004","ncbi","Utricularia gibba","Eukaryota"
"1005","ncbi","Vaccinium macrocarpon","Eukaryota"
"1006","ncbi","Veillonellaceae UCG-001",NA
"1007","ncbi","Veronica agrestis","Eukaryota"
"1008","ncbi","Verticillium dahliae","Eukaryota"
"1009","ncbi","Verticillium nonalfalfae","Eukaryota"
"1010","ncbi","Vicia faba","Eukaryota"
"1011","ncbi","Victoria cf.",NA
"1012","ncbi","Vigna angularis","Eukaryota"
"1013","ncbi","Vigna radiata","Eukaryota"
"1014","ncbi","Viola uliginosa","Eukaryota"
"1015","ncbi","Vitis vinifera","Eukaryota"
"1016","ncbi","Welwitschia mirabilis","Eukaryota"
"1017","ncbi","Wildemania schizophylla","Eukaryota"
"1018","ncbi","Withania somnifera","Eukaryota"
"1019","ncbi","Xanthorhiza simplicissima","Eukaryota"
"1020","ncbi","Xanthosoma mafaffa","Eukaryota"
"1021","ncbi","Xerophyta viscosa","Eukaryota"
"1022","ncbi","Zamia integrifolia","Eukaryota"
"1023","ncbi","Zantedeschia aethiopica","Eukaryota"
"1024","ncbi","Zasmidium cellare","Eukaryota"
"1025","ncbi","Zea luxurians","Eukaryota"
"1026","ncbi","Zea mays","Eukaryota"
"1027","ncbi","Ziziphus jujuba","Eukaryota"
"1028","ncbi","Zoysia japonica","Eukaryota"
"1029","ncbi","Zygodon viridissimus","Eukaryota"
