Abiotrophia para-adiacens
myxobacterium AT1-02
myxobacterium AT3-01
myxobacterium AT3-03
myxobacterium AT3-09
myxobacterium KC
myxobacterium NU-2
myxobacterium SHI-1
myxobacterium SMH-27-4
Myxococcales str.
Myxococcus hansupus
Naganishia albida
Nannochloropsis gaditana
Nannochloropsis oceanica
Nannocystis aggregans
Nannospalax galili
Nasutitermes takasagoensis
Natrialba aibiensis
Natrialbaceae archaeon
Natrialbaceae haloarchaeon
Natrinema aidingensis
Natrinema xinjiang
Natronoanaerobium aggerbacterium
Natronoanaerobium halophilum
Natronoanaerobium salstagnum
Natronobacterium innermongoliae
Natronococcus aibiensis
Natronococcus xinjiangense
Natronococcus yunnanense
Natronococcus zabuyensis
Natronohydrobacter thiooxidans
Natronorubrum thiooxidans
Naxibacter indica
Naxibacter intermedius
Ndongobacter massiliensis
Necropsobacter massiliensis
Negativibacillus massiliensis
Negativicoccus massiliensis
Neglecta timonensis
Neisseria pharyngis
Neisseria tadorna
Neofamilia massiliensis
Neosynechococcus sphagnicola
Nephila clavata
Nesterenkonia terrae
Niabella ginsenosidivorans
Niabella terrae
Niabella thaonhiensis
Niameybacter massiliensis
Nicotiana benthamiana
Nissabacter archeti
Nitratireductor shengliensis
Nitrincola nitratireducens
Nitrobacteria hamadaniensis
Nitrobacteria iranicum
Nitrobacteria novellus
Nitrosococcus halophilus
Nitrosomonas cryotolerans
Nitrosomonas mobilis
Nitrosovibrio tenuis
Nitrospina watsonii
Nitrospira calida
Nitrospira cf.
Nitrospira defluvii
Nitrospira japonica
Nitrospira lenta
Nocardia alboflava
Nocardia caverna
Nocardia devorans
Nocardia donostiensis
Nocardia fusca
Nocardia levis
Nocardia lillensis
Nocardia novocastrensa
Nocardia pseudosporangifera
Nocardia roseoalba
Nocardia violaceofusca
Nocardioidaceae str.
Nocardioides flava
Nocardioides fulvus
Nocardioides ginsengiglaebae
Nocardioides maritimus
Nocardioides panaciterrae
Nocardioides thermolilacinus
Nocardiopsis benisuefensis
Nocardiopsis mangrovei
Nocardiopsis synnemasporogenes
Nocardiopsis tangguensis
Nocardiopsis viridoflava
Noccaea caerulescens
Nodosilinea bijugata
Nodosilinea cf.
Nodosilinea nodulosa
Nodularia armorica
Nodularia baltica
Nodularia cf.
Nodularia harveyana
Nodularia moravica
Nodularia sphaerocarpa
Nonomuraea asiatica
Nonomuraea aurea
Nonomuraea latina
Nonomuraea rubescens
Nonomuraea shaanxiensis
North Sea
Nostocaceae cyanobacterium
Nostocales cyanobacterium
'Nostoc azollae'
Nostoc caeruleum
Nostoc calcicola
Nostoc carneum
Nostoc cf.
Nostoc edaphicum
Nostoc elgonense
Nostoc ellipsosporum
Nostoc entophytum
Nostoc flagelliforme
Nostochopsis lobatus
Nostoc insulare
Nostoc linckia
Nostoc microscopicum
Nostoc minutum
Nostocoida aromativora
Nostocoida limicola
Nostoc paludosum
Nostoc parmelioides
Nostoc piscinale
Nostoc pruniforme
Nostoc punctiforme
Nostoc sphaericum
Nostoc sphaeroides
Nostoc spongiaeforme
Nostoc verrucosum
Nostos punctiforme
Novosphingobium ginsenosidimutans
Novosphingobium yangbajingensis
Numidum massiliense
obligately oligotrophic
Oceanimonas denitrificans
Oceanisphaera laurenciae
Oceanistipes pacificus
Oceanobacillus aidingensis
Oceanobacillus cibarius
Oceanobacillus endoradicis
Oceanobacillus gochujangensis
Oceanobacillus jeddahense
Oceanobacillus massiliensis
Oceanobacillus senegalensis
Oceanobacillus timonensis
Oceanobacterium insulare
Oceanrickettsia ariakensis
Ochrobactrum guangzhouense
Ochrobactrum shiyianus
Ochrovirga pacifica
Octadecabacter orientus
Oculatella subterranea
Odontotermes formosanus
Oerskovia ginkgo
Oikopleura dioica
Okadaella gastrococcus
Okeania erythroflocculosa
Okeania hirsuta
Okeania lorea
Okeania plumata
Olavius algarvensis
Olavius ilvae
Olegusella massiliensis
Oncorhynchus mykiss
Ophiactis balli
Ophiopholis aculeata
Ophthalmotilapia ventralis
Orabacterium aurantiaca
Orenia metallireducens
Oreochromis niloticus
Ornithinibacillus composti
Ornithinibacillus massiliensis
Ornithodoros moubata
Orrella dioscoreae
Oryza sativa
Oryzias latipes
Oscilibacter massiliensis
Oscillatoria acuminata
Oscillatoria amoena
Oscillatoriaceae cyanobacterium
Oscillatoria corallinae
Oscillatoria duplisecta
Oscillatoria kawamurae
Oscillatoriales cyanobacterium
Oscillatoria limosa
Oscillatoria lutea
Oscillatoria miniata
Oscillatoria nigro-viridis
Oscillatoria sancta
Oscillatoria subbrevis
Oscillatoria tenuis
Osteoglossum bicirrhosum
Ostrinia furnacalis
Ottowia shaoguanensis
Pacaella massiliensis
Paenibacillus abekawaensis
Paenibacillus antibioticophila
Paenibacillus caespitis
Paenibacillus camerounensis
Paenibacillus cf.
Paenibacillus chinensis
Paenibacillus darangshiensis
Paenibacillus enshidis
Paenibacillus fujiensis
Paenibacillus fukuinensis
Paenibacillus ginsengagri
Paenibacillus ginsengiterrae
Paenibacillus glebae
Paenibacillus gorillae
Paenibacillus ourofinensis
Paenibacillus phocaensis
Paenibacillus puernese
Paenibacillus ruminocola
Paenibacillus triticisoli
Paenibacillus tyrfis
Paenibacillus velaei
Paenibacillus vortex
Pajaroellobacter abortibovis
Palythoa caribaeorum
Panicum virgatum
Pantoea alhagi
Pantoea beijingensis
Pantoea cedenensis
Pantoea endophytica
Pantoea hericii
Pantoea pleuroti
Pantoea sesami
Paracoccus aquimaris
Paracoccus gahaiensis
Paracoccus kamogawaensis
Paracoccus kawasakiensis
Paracoccus thiophilus
Paradonghicola geojensis
Parageobacillus caldoxylosilyticus
Parageobacillus thermantarcticus
Parageobacillus thermoglucosidans
Parageobacillus thermoglucosidasius
Parageobacillus toebii
Parahymenobacter deserti
Parahymenobacter ocellatus
Paralcaligenes ginsengisoli
Paramecium biaurelia
Paramesorhizobium deserti
Parasaccharibacter apium
Parastrongyloides trichosuri
Paratrimastix pyriformis
Parvularcula oceani
Pasteurella aerogenes
Pasteurella mairii
Pasteuria goettingianae
Pasteuria hartismeri
Paulinella chromatophora
Paulinella longichromatophora
Paulinella micropora
Pedobacter aquaticus
Pedobacter bambusae
Pedobacter kribbensis
Pedobacter kwangyangensis
Pedobacter wanjuense
Pedosphaera parvula
Pelagibaca abyssi
Pelatocladus maniniholoensis
Pelocola oligotropha
Pelomonas soli
Pemphredon lugens
Penicillium brasilianum
Peptoclostridium phage
Peptoniphilus obesi
Peptoniphilus phoceensis
Peptoniphilus rhinitidis
Peptoniphilus urinimassiliensis
Pericapritermes nitobei
Periplaneta americana
Peromyscus californicus
Persicaria minor
Petunia axillaris
Petunia integrifolia
Phaeobacter marinintestinus
Phaeospirillum cystidoformans
Phage Gifsy-1
Phage Swp3
Phocea massiliensis
Phoenicibacter massiliensis
Phormidesmis priestleyi
Phormidesmis priestleyi
Phormidiaceae cyanobacterium
Phormidium aerugineo-caeruleum
Phormidium ambiguum
Phormidium angustissimum
Phormidium autumnale
Phormidium cf.
Phormidium chlorinum
Phormidium corium
Phormidium etoshii
Phormidium irriguum
Phormidium jadinianum
Phormidium laminosum
Phormidium lumbricale
Phormidium mucicola
Phormidium papyraceum
Phormidium pseudopriestleyi
Phormidium rubidum
Phormidium tenue
Phormidium terebriforme
Phormidium uncinatum
Photococcus caeruleum
Phycicoccus aerolatum
Piscirickettsia litoralis
planctomycete DDC1B7
planctomycete DDD338
planctomycete DDD394
planctomycete DDSe1301
planctomycete DDSe1305
planctomycete DDSe3003
planctomycete DDSe3004
planctomycete DDSe3011
planctomycete DDSe3012
planctomycete DDSe3013
planctomycete DDSe3014
planctomycete DDSe3016
planctomycete DDSe3017
planctomycete DDSe3021
planctomycete DDSW3008
planctomycete DDSW3010
planctomycete DDSW3022
planctomycete DSC1G0
planctomycete DSC3C2
planctomycete DSC3I1
planctomycete DSD3I5
planctomycete DSM1A9
planctomycete DWL102
planctomycete DWL3I2
planctomycete FF4
planctomycete GMD14H07
planctomycete GMD14H10
planctomycete GMD15D02
planctomycete GMD16E07
planctomycete GMD21C08
planctomycete MS1316
planctomycete MS1320
planctomycete MS1331
planctomycete MS1399
planctomycete MS3011
planctomycete MS3021
planctomycete MS3035
planctomycete MS3047
planctomycete MS3054
planctomycete MS3057
planctomycete MS3065
planctomycete MS3071
planctomycete MS3073
planctomycete MS3077
planctomycete MS3098
planctomycete MS30D1
planctomycete MS30D8
planctomycete MS3314
planctomycete MS3332
planctomycete MSC318
planctomycete MSD101
planctomycete MSD162
planctomycete MSF142
planctomycete MSF145
planctomycete MSF146
planctomycete MSF322
planctomycete MSL156
planctomycete MST324
planctomycete str.
planctomycete Zi62
Planktothrix paucivesiculata
Planktothrix prolifica
Planktothrix serta
Planktothrix spiroides
Planktothrix suspensa
Planktothrix tepida
Planococcus crocinus
Planococcus dechangensis
Planococcus kazaiensis
Planococcus massiliensis
Planococcus pelagicus
Planococcus psychrotoleratus
Plantibacter agrosticola
Plantibacter cousiniae
Plantibacter elymi
Plasmodium vivax
Plasmopara viticola
Plastorhodobacter daqingensis
Plautia stali
Plecoglossus altivelis
Plectolyngbya hodgsonii
Plectonema calothricoides
Plectonema cf.
Pleurocapsa cf.
Pleurocapsa concharum
Pleurocapsa minor
Pliocardia stearnsii
Podiceps cristatus
Pogona vitticeps
Polaromonas rhizosphaerae
polar sea
Polyangium brachysporum
Polyangium thaxteri
Polyprosthecobacterium yinchuanense
Pontibacter jeungdoensis
Poriferibacter palauense
Porites australiensis
Porphyromonas canis
Porphyromonas katsikii
poultry manure
Prauseria hordei
Prevotella aff.
Prevotella conceptionensis
Prevotella ihumii
Prevotellamassilia timonensis
Prevotella phocaeensis
Prionitis lanceolata
Proasellus assaforensis
Proasellus cavaticus
Proasellus grafi
Proasellus ibericus
Proasellus meridianus
Proasellus parvulus
Proasellus racovitzai
Proasellus spelaeus
Prochlorothrix scandica
Profundimonas piezophila
Promicromonospora cymbopogonis
Propionibacteriaceae str.
Propionibacterium humerusii
Propionibacterium namnetense
Prorocentrum minimum
Prosthecochloris phaeoasteroidea
proteobacterium 1
proteobacterium 14AA16
proteobacterium 14AA17
proteobacterium 14AA18
proteobacterium 14AA20
proteobacterium 14AC13
proteobacterium 14AC14
proteobacterium 14AC15
proteobacterium 2SA03
proteobacterium 3
proteobacterium 5-52
proteobacterium 5SC09
proteobacterium 6
proteobacterium ARJR
proteobacterium AZD11_3
proteobacterium AZD8_5
proteobacterium AZD9_W1
proteobacterium BAB-3115
proteobacterium BF-4
proteobacterium BHI60-14
proteobacterium BHI60-53
proteobacterium BHI80-16
proteobacterium BHI80-20
proteobacterium BHI80-25
proteobacterium BHI80-49
proteobacterium BHI80-88
proteobacterium Core-1
proteobacterium Core-2
proteobacterium Core-3
proteobacterium Dex60-82
proteobacterium Dex80-27
proteobacterium Dex80-5
proteobacterium Dex80-90
proteobacterium Ellin139
proteobacterium Ellin181
proteobacterium K1
proteobacterium K10
proteobacterium K12
proteobacterium K13
proteobacterium K14
proteobacterium K19
proteobacterium K2
proteobacterium K22
proteobacterium K5
proteobacterium K6
proteobacterium K8
proteobacterium KCB90
proteobacterium LS-1
proteobacterium M3-1
proteobacterium M3-2
proteobacterium M3-3
proteobacterium M3-6
proteobacterium M3-7
proteobacterium MA_11
proteobacterium MS-64
proteobacterium NFC7-B
proteobacterium NSA_12
proteobacterium P50(2011)
proteobacterium P60(2011)
proteobacterium S072
proteobacterium S3K
proteobacterium S619
proteobacterium SM20
proteobacterium SW2(1994)
proteobacterium Thd2
proteobacterium UMB
proteobacterium WJQ
proteobacterium ZXY020
Provencibacterium massiliense
Pseudanabaena biceps
Pseudanabaenaceae cyanobacterium
Pseudanabaena cf.
Pseudanabaena foetida
Pseudanabaena frigida
Pseudanabaena galeata
Pseudanabaena limnetica
Pseudanabaena lonchoides
Pseudanabaena minima
Pseudanabaena mucicola
Pseudanabaena persicina
Pseudanabaenoideae cyanobacterium
Pseudoalteromonas chazhmella
Pseudoalteromonas ganghwensis
Pseudoalteromonas gracilis
Pseudoalteromonas hodoensis
Pseudoalteromonas porphyrae
Pseudoalteromonas viridis
Pseudoalteromonas whanghaensis
Pseudoalteromonas xishaensis
Pseudoanabaena minima
Pseudobacillus carolinae
Pseudoclavibacter alba
Pseudoclavibacter bifida
Pseudoclavibacter faecalis
Pseudogulbenkiania ferrooxidans
Pseudomarivita litorea
Pseudomasaris vespoides
Pseudomonas acephalitica
Pseudomonas acetoxians
Pseudomonas auricularis
Pseudomonas borealis
Pseudomonas boreopolis
Pseudomonas capeferrum
Pseudomonas cf.
Pseudomonas cinnamophila
Pseudomonas cissicola
Pseudomonas clemancea
Pseudomonas collierea
Pseudomonas coronafaciens
Pseudomonas denitrificans
Pseudomonas filiscindens
Pseudomonas geniculata
Pseudomonas gingeri
Pseudomonas gregormendelii
Pseudomonas hibiscicola
Pseudomonas hunanensis
Pseudomonas jianii
Pseudomonas mesoacidophila
Pseudomonas metavorans
Pseudomonas mevalonii
Pseudomonas multiaromavorans
Pseudomonas oryzae
Pseudomonas pavonaceae
Pseudomonas pictorum
Pseudomonas reactans
Pseudomonas reptilivorous
Pseudomonas salinarum
Pseudomonas saudimassiliensis
Pseudomonas saudiphocaensis
Pseudomonas sihuiensis
Pseudomonas songnenensis
Pseudomonas syncyanea
Pseudomonas teessidea
Pseudomonas trautweinii
Pseudomonas tropicalis
Pseudonocardia callicarpae
Pseudonocardiaceae str.
Pseudonocardia fici
Pseudopleuronectes yokohamae
Pseudorhodobacter incheonensis
Pseudoroseobacter euryhalinus
Pseudoruegeria indica
Pseudoruegeria limi
Pseudoruegeria litorea
Pseudoxanthomonas byssovorax
Pseudoxanthomonas ginsengisoli
Pseudoxanthomonas humi
Psychrobacter aff.
Psychrobacter allis
Psychrobacter glacialis
Psychrobacter halophilus
Psychrobacter meningitidis
Psychrobacter piscidermidis
Psychrobacter psychrophilus
psychrophilic marine
psychrophilic sea
psychrophilic sulfate-reducing
Psyttalia concolor
Pueraria montana
Punica granatum
Pygmaiobacter massiliensis
Pyrococcus endeavori
Pyrodictiaceae archaeon
Quercus robur
rainbow trout
Ralstonia detusculanense
Ramulus artemis
Raoultibacter massiliensis
Raoultibacter timonensis
rape rhizosphere
Raphanus sativus
Raphidiopsis brookii
Raphidiopsis mediterranea
Rappaport israeli
Raricirrus beryli
Rathayibacter tanaceti
Red Sea
Reichenowia parasiticae
Reticulomyxa filosa
Rhacophorus dennysi
Rhinopithecus roxellana
Rhizobiaceae str.
Rhizobiales (rhizobacteria)
Rhizobium cf.
Rhizobium cnuense
Rhizobium pongamiae
Rhizobium rhizosphaerae
Rhizobium taeanense
Rhizoctonia solani
Rhizopus oryzae
Rhodobacter apigmentum
Rhodobacter gluconicum
Rhodobacter group
Rhodobacter litoralis
Rhodocista xerospirillum
Rhodococcus boritolerans
Rhodococcus cercidyphilli
Rhodococcus indicum
Rhodococcus kronopolitis
Rhodonellum ikkaensis
Rhodopirellula europaea
Rhodopirellula islandica
Rhodopirellula maiorica
Rhodopirellula sallentina
Rhodopseudomonas lichen
Rhodopseudomonas oryzae
Rhodothermus clarus
Rhopalodia gibba
Rhynchophorus ferrugineus
Rickettsia argasii
Rickettsia limoniae
Rickettsia marmionii
Rickettsia philipii
Rickettsia secondary
Rickettsiella agriotidis
Rickettsiella costelytrae
Rickettsiella melolonthae
Rickettsiella pyronotae
Rickettsiella tipulae
Rimicaris exoculata
Rivularia atra
Robiginosimarina momoshimaensis
Roholtiella edaphica
Roholtiella fluviatilis
Romanomermis culicivorax
Romboutsia timonensis
Romeria aff.
Romeria victoriae
Rosa chinensis
Roseibaca calidilacus
Roseibacterium beibuensis
Roseibacula alcaliphilum
Rosenbergiella australoborealis
Roseobacter prionitis
Roseomonas genomospecies
Roseomonas massiliensis
Roseomonas sediminicola
Roseomonas terpenica
Roseovarius algicolus
Roseovarius pelophilus
Rothia arfidiae
Rothia marina
Rubeoparvulum massiliense
Rubrivivax indolicus
Ruegeria aff.
Ruminiclostridium thermocellum
Ruminobacillus xylanolyticum
Ruminococcus bicirculans
Ruminococcus gnavus
Ruminococcus torques
Ruminofilibacter xylanolyticum
Saccharina japonica
Saccharomonospora guangxiensis
Saccharomonospora thermoviridis
Saccharomyces cerevisiae
Saccharomyces pastorianus
Saccharopolyspora emeiensis
Saccharopolyspora pogona
Saccharum hybrid
Salibacter luridus
Salinicoccus marinus
Salinivenus iranica
Salinivenus lutea
Salinivibrio budaii
Salinivibrio socompensis
Salmonella phage
saltmarsh clone
Sanguibacteroides justesenii
Sargassum henslowianum
Sargassum muticum
SBR proteobacterium
Scapharca broughtonii
Schistosoma rodhaini
Schizothrix aff.
Schmidtea mediterranea
Sclerotinia homoeocarpa
Scytolyngbya timoleontis
Scytonema arcangelii
Scytonema bohneri
Scytonema cf.
Scytonema hofmanni
Scytonema mirabile
Scytonema tolypothrichoides
Scytonematopsis contorta
Sediminicoccus rosea
Sediminitalea flava
Senegalia massiliensis
Serpulina phage
Sesamum indicum
Shewanella marinisediminis
Shewanella saccharophilus
Siccationidurans antarcticus
Siccationidurans arizonensis
Siccationidurans ginsengisoli
Siccationidurans glaciei
Siccationidurans metalli
Siccationidurans occulans
Siccationidurans soli
Sideroxydans lithotrophicus
Singulisphaera mucilaginosa
Sinobaca beijingensis
Sinorhizobium abri
Sinorhizobium indiaense
Sinorhodobacter ferrireducens
Sipyloidea sipylus
Sitophilus zeamais
Skermanella rubra
SMC proteobacterium
Smegmaraptor porcuscaenosi
Snowella litoralis
Sodalis-like secondary
soil actinomycete
soil DNB
Solanum lycopersicum
Solanum melongena
Solanum torvum
Solemya elarraichensis
Solemya terraeregina
Solirubrum puertoriconensis
Sordaria macrospora
Sphaerisporangium dianthi
Sphaeropthalma orestes
Sphaerospermopsis aphanizomenoides
Sphaerospermopsis crassa
Sphaerospermopsis eucompacta
Sphaerospermopsis kisseleviana
Sphaerospermopsis oumiana
Sphaerospermopsis torques-reginae
Sphingobacteriaceae str.
Sphingobacterium deserti
Sphingobacterium paucimobilis
Sphingobacterium yamdrokense
Sphingobium estrogenivorans
Sphingobium soli
Sphingomonas aeria
Sphingomonas agrestis
Sphingomonas anadarae
Sphingomonas azotofornans
Sphingomonas bosoensis
Sphingomonas hankyongensis
Sphingomonas kwangyangensis
Sphingomonas mathurensis
Sphingomonas parvus
Sphingomonas rhizogenes
Sphingomonas taxi
Sphingoterrabacterium koreensis
Spirillum lunatum
Spirillum pleomorphum
Spirobacillus cienkowskii
Spirochaeta taiwanensis
Spirochaeta xylanolyticus
spirochete isolate
Spiroplasma secondary
Spirosoma escalantus
Spirosoma navajo
Spirulina laxissima
Spirulina major
Spirulina subsalsa
Spongiobacter nickelotolerans
Sporocytophaga cauliformis
Sporolactobacillus dextrus
Sporolactobacillus laevus
Sporomusa intestinalis
Sporosarcina ginsengisoli
Spumella-like flagellate
Spumella vulgaris
Squalius pyrenaicus
Staphylococcus phage
star-like microcolonies
Stegodyphus tentoriicola
Stenomitos tremulus
Steroidobacter flavus
Stigmatella koreensis
Stigonema anomalum
Stigonema cornutum
Stigonema dinghuense
Stigonema elegans
Stigonema fragile
Stigonema hormoides
Stigonema informe
Stigonema intermedium
Stigonema lechangense
Stigonema ocellatum
Stigonema panniforme
Stigonema parciramosum
Stigonema spectabile
Stigonema tuberculatum
Stigonema turfaceum
Streptacidiphilus alcalitolerans
Streptacidiphilus griseisporus
Streptacidiphilus griseus
Streptacidiphilus jeojiense
Streptacidiphilus luteoalbus
Streptacidiphilus specus
Streptacidiphilus thailandensis
Streptococcus milleri
Streptococcus pasteuri
Streptococcus phage
Streptococcus seminale
Streptococcus timonensis
Streptococcus varani
Streptomyces acidoresistans
Streptomyces adephospholyticus
Streptomyces aegyptia
Streptomyces agglomeratus
Streptomyces ahygroscopicus
Streptomyces akiyoshiensis
Streptomyces albidus
Streptomyces albogriseus
Streptomyces ansochromogenes
Streptomyces antioxidans
Streptomyces argillaceus
Streptomyces armentosus
Streptomyces atlanticus
Streptomyces atrocyaneus
Streptomyces atrolaccus
Streptomyces aurantiacogriseus
Streptomyces autolyticus
Streptomyces bicolor
Streptomyces bingchenggensis
Streptomyces brollosae
Streptomyces brunneogriseus
Streptomyces caatingaensis
Streptomyces caesius
Streptomyces caespitosus
Streptomyces cameroonensis
Streptomyces canadensis
Streptomyces capuensis
Streptomyces carnosus
Streptomyces castaneoglobisporus
Streptomyces castaneus
Streptomyces cattleya
Streptomyces cebimarensis
Streptomyces cf.
Streptomyces chromogenus
Streptomyces chungwhensis
Streptomyces cinnamocastaneus
Streptomyces citricolor
Streptomyces coralus
Streptomyces coriofaciens
Streptomyces cyaneogriseus
Streptomyces cyanocolor
Streptomyces cyanogenus
Streptomyces davawensis
Streptomyces espinosus
Streptomyces fasiculatus
Streptomyces ferrugineus
Streptomyces flavochromogenes
Streptomyces flavolimosus
Streptomyces flavomacrosporus
Streptomyces flavorectus
Streptomyces fulvoviolaceus
Streptomyces fulvoviridis
Streptomyces fungicidicus
Streptomyces gandocaensis
Streptomyces gangtokensis
Streptomyces gilvigriseus
Streptomyces gilvosporeus
Streptomyces ginsengisoli
Streptomyces globifer
Streptomyces goraiensis
Streptomyces graminis
Streptomyces griseodotifer
Streptomyces halotolerans
Streptomyces heteromorphus
Streptomyces himgiriensis
Streptomyces huangiae
Streptomyces humi
Streptomyces inaequalis
Streptomyces indigocolor
Streptomyces jumonjinensis
Streptomyces kagawaensis
Streptomyces kagoshimanus
Streptomyces kanasensis
Streptomyces kaniharaensis
Streptomyces kasugaspinus
Streptomyces kathirae
Streptomyces katsurahamenas
Streptomyces kitasatoensis
Streptomyces krainskii
Streptomyces laeteviolaceus
Streptomyces lasaliensis
Streptomyces lavendularectus
Streptomyces lazureus
Streptomyces lilaceus
Streptomyces lilacinofulvus
Streptomyces lividans
Streptomyces lividoclavatus
Streptomyces lividus
Streptomyces lohii
Streptomyces longissimus
Streptomyces luteocolor
Streptomyces lysosuperificus
Streptomyces macrosporeus
Streptomyces malaysiense
Streptomyces mangrovisoli
Streptomyces maoxianensis
Streptomyces maritimus
Streptomyces microsporus
Streptomyces miharaensis
Streptomyces minoensis
Streptomyces misawanensis
Streptomyces moderatus
Streptomyces mucoflavus
Streptomyces multispiralis
Streptomyces mycarofaciens
Streptomyces myxogenes
Streptomyces naraensis
Streptomyces natalensis
Streptomyces nigrogriseolus
Streptomyces nobilis
Streptomyces noordhoekensis
Streptomyces ogaensis
Streptomyces olindensis
Streptomyces olivogriseus
Streptomyces ornatus
Streptomyces ostreogriseus
Streptomyces owasiensis
Streptomyces padanus
Streptomyces pallidus
Streptomyces panaciterrae
Streptomyces panayensis
Streptomyces paraguayensis
Streptomyces paresii
Streptomyces paulus
Streptomyces peruviensis
Streptomyces phaechromogenes
Streptomyces piloviolofuscus
Streptomyces piomogenus
Streptomyces plemorphus
Streptomyces plumbeus
Streptomyces polyrhachis
Streptomyces pristinaespiralis
Streptomyces propurpuratus
Streptomyces pulcher
Streptomyces purpeochromogenes
Streptomyces pyridomyceticus
Streptomyces rajshahiensis
Streptomyces regalis
Streptomyces reticuli
Streptomyces ribosidificus
Streptomyces rosa
Streptomyces roseochromogenus
Streptomyces roseocinereus
Streptomyces roseogilvus
Streptomyces roseogriseolus
Streptomyces roseogriseus
Streptomyces roseorubens
Streptomyces roseoviolascens
Streptomyces roseus
Streptomyces rubrocyanodiastaticus
Streptomyces rubrolavendulae
Streptomyces rufochromogenes
Streptomyces ryensis
Streptomyces sacchari
Streptomyces sahachiroi
Streptomyces sakaiensis
Streptomyces sannurensis
Streptomyces saprophyticus
Streptomyces sayamaensis
Streptomyces sclerogranulatus
Streptomyces senoensis
Streptomyces setonensis
Streptomyces shandongensis
Streptomyces shandonggensis
Streptomyces shiodaensis
Streptomyces spinichromogenes
Streptomyces spinicoumarensis
Streptomyces spiramyceticus
Streptomyces sporovirgulis
Streptomyces steffisburgensis
Streptomyces sviceus
Streptomyces tempisquensis
Streptomyces thermoatroviridis
Streptomyces thermocoerulescens
Streptomyces thermocyaneomaculatus
Streptomyces thermocyaneoviolaceus
Streptomyces thermolilacinus
Streptomyces thermoluteus
Streptomyces thermophilus
Streptomyces thermosacchari
Streptomyces thermotolerans
Streptomyces tosaensis
Streptomyces toyocaensis
Streptomyces triangulatus
Streptomyces triostinicus
Streptomyces tsukiyonensis
Streptomyces tsusimaensis
Streptomyces tumenensis
Streptomyces tumescens
Streptomyces uncialis
Streptomyces varius
Streptomyces vayuensis
Streptomyces vellosus
Streptomyces verne
Streptomyces verticillus
Streptomyces violochromogenes
Streptomyces violorubens
Streptomyces viridifaciens
Streptomyces viridocyaneus
Streptomyces viridogenes
Streptomyces vulcanius
Streptomyces wistariopsis
Streptomyces xiaopingdaonensis
Streptomyces xinjiangensis
Streptomyces xylophagus
Streptomyces zhihengliuii
Streptosporangiaceae str.
Streptosporangium brasiliense
Streptosporangium koreanum
Streptosporangium kronopolitis
Streptosporangium rubrum
Streptosporangium sonchi
Streptosporangium subfuscum
Strongylocentrotus purpuratus
Subaequorebacter tamlense
subglacial outflow
sulfidic hot
Sulfitobacter japonica
Sulfolobales archaeon
Sulfolobus beitou
Sulfolobus islandicus
Sulfolobus thuringiensis
Sulfolobus vallisabyssus
Sulfuriferula plumbophila
Sulfurimonas hongkongensis
Sunxiuqinia dokdonensis
Sus scrofa
Sutterella massiliensis
Sutterella morbirenis
Sutterella sanguinus
Sutturella timonensis
swine effluent
swine fecal
swine intestinal
swine manure
Symbiobacterium toebii
Symploca atlantica
Symplocastrum torsivum
Synechococcales cyanobacterium
Synechococcus cf.
Synechococcus-like str.
Synechococcus lividus
Synechococcus nidulans
Synechococcus rubescens
Synechocystis minuscula
Synechocystis pevalekii
Synechocystis salina
Synergistetes oral
synthetic bacerium
synthetic construct
Syntrophomonas sporosyntrophas
Syphacia muris
Talaromyces islandicus
Talitrus saltator
Tamlana nanhaiensis
Taphrina deformans
Tasmanian Rickettsia-like
Tectona grandis
Teleogryllus commodus
Tenacibaculum finnmarkense
Tenacibaculum japonica
Terrahaemophilus aromaticivorans
Terribacillus shanxiensis
Terrisporobacter othiniensis
Tessaracoccus massiliensis
Tetragenococcus doogicus
Tetragonula carbonaria
Thalassiosira rotula
Thalassocella subtropicalis
Thalassomonas sediminis
Thalassospira frigidphilosprofundus
Theobroma cacao
thermal soil
Thermincola potens
Thermoactinomyces albus
Thermoactinomyces sanguinis
Thermoanaerobacter cellulolyticus
Thermoanaerobacter indiensis
Thermoanaerobacter inferii
Thermoanaerobacterium bryantii
Thermoanaerobacterium butyriciformans
Thermoanaerobacterium calidifontis
Thermoanaerobacterium islandicum
Thermococcales archaeon
Thermococcus mexicalis
Thermococcus onnurineus
Thermococcus waimanguensis
Thermofilaceae archaeon
Thermofilum adornatus
Thermofilum carboxyditrophus
Thermogladius cellulolyticus
Thermopallium natronophilum
thermophilic anaerobic
thermophilic methanotroph
Thermoplasmatales archaeon
Thermosipho ferriphilus
Thermotogales str.
Thermus parvatiensis
thin bent
thioautotrophic extracellular
thioautotrophic intracellular
Thiobacillus Q
Thiocapsa machilipatnamensis
Thiocapsa purpurea
Thiocapsa subramanianii
Thioclava VS-124
Thioclava VS-125
Thioclava VS-126
Thioclava VS-127
Thioflexothrix psekupsii
Thiorhodococcus pfennigii
Thiorhodovibrio sibirica
Thiothrix ramosa
Thlaspi arvense
Thyasira flexuosa
Thymallus thymallus
Tidjanibacter massiliensis
Tiedjeia arctica
Tigriopus californicus
Tilapia parasite
toluene-degrading methanogenic
Tolypothrichaceae cyanobacterium
Tolypothrix campylonemoides
Tolypothrix tenuis
Toxifilum mysidocida
Toxocara canis
Trachelomonas armata
Trachelomonas grandis
Trachelomonas volvocinopsis
Traorella massiliensis
